model,1x1024,1x2048,1x4096,1x8192,8x1024,8x2048,8x4096,8x8192
BertLayer,0.014681910722801048,0.049691382642938854,0.18433484066724,0.7510626421898552,0.1000106911550069,0.35878391241066204,1.6357204568109915,6.11566925015488
